,Time_Start,Time_Stop,Time_Mid,RH,Dp,RI,GF,kappa
199,2024-06-10 14:49:38,2024-06-10 14:50:28,2024-06-10 14:50:03.000,85.6431,200,1.54,1.219,0.1360178958250329
200,2024-06-10 14:50:28,2024-06-10 14:50:46,2024-06-10 14:50:37.000,85.0375,200,1.5366,1.2061,0.1327531913982173
201,2024-06-10 14:50:46,2024-06-10 14:51:50,2024-06-10 14:51:18.000,85.3978,200,1.5358,1.2351,0.15117436333569922
202,2024-06-10 14:51:50,2024-06-10 14:52:10,2024-06-10 14:52:00.000,84.4708,200,1.5386,1.1905,0.12635101544383318
203,2024-06-10 14:52:10,2024-06-10 14:53:22,2024-06-10 14:52:46.000,85.1472,200,1.5255,1.1923,0.12122463594430147
204,2024-06-10 14:53:22,2024-06-10 14:53:52,2024-06-10 14:53:37.000,85.7519,200,1.5355,1.2165,0.13296789850444846
205,2024-06-10 14:53:52,2024-06-10 14:54:00,2024-06-10 14:53:56.000,85.775,200,1.5388,1.2217,0.13656156261296679
206,2024-06-10 15:01:11,2024-06-10 15:01:41,2024-06-10 15:01:26.000,85.0159,200,1.5522,1.3863,0.2933214216204527
207,2024-06-10 15:01:41,2024-06-10 15:02:11,2024-06-10 15:01:56.000,84.3865,200,1.5575,1.3632,0.2836882782498605
208,2024-06-10 15:02:11,2024-06-10 15:02:41,2024-06-10 15:02:26.000,84.4,200,1.5473,1.3504,0.2703314847270503
209,2024-06-10 15:02:41,2024-06-10 15:03:11,2024-06-10 15:02:56.000,84.4391,200,1.5515,1.3491,0.26821968822706144
210,2024-06-10 15:03:11,2024-06-10 15:03:41,2024-06-10 15:03:26.000,84.3972,200,1.5585,1.3555,0.2755665932594132
211,2024-06-10 15:03:41,2024-06-10 15:04:09,2024-06-10 15:03:55.000,84.3378,200,1.5669,1.3881,0.3109904483042765
212,2024-06-10 15:04:09,2024-06-10 15:04:38,2024-06-10 15:04:23.500,84.4319,200,1.5564,1.38,0.3001944490704182
213,2024-06-10 15:04:38,2024-06-10 15:05:05,2024-06-10 15:04:51.500,84.4333,200,1.5673,1.3893,0.3100245591070501
214,2024-06-10 15:05:05,2024-06-10 15:05:34,2024-06-10 15:05:19.500,84.4822,200,1.5626,1.3458,0.2640387164258674
215,2024-06-10 15:05:34,2024-06-10 15:06:03,2024-06-10 15:05:48.500,85.4554,200,1.5528,1.3555,0.2536964175944156
216,2024-06-10 15:06:03,2024-06-10 15:06:32,2024-06-10 15:06:17.500,85.6363,200,1.5614,1.3688,0.26242930684677823
217,2024-06-10 15:06:32,2024-06-10 15:07:01,2024-06-10 15:06:46.500,85.1333,200,1.5818,1.4304,0.33645000853483603
218,2024-06-10 15:07:01,2024-06-10 15:07:31,2024-06-10 15:07:16.000,85.4773,200,1.5682,1.4029,0.2992109391236439
219,2024-06-10 15:07:31,2024-06-10 15:08:00,2024-06-10 15:07:45.500,85.3099,200,1.5847,1.4568,0.3601872542067917
220,2024-06-10 15:08:00,2024-06-10 15:09:48,2024-06-10 15:08:54.000,84.8808,200,1.5693,1.4063,0.31727416055308455
221,2024-06-10 15:09:48,2024-06-10 15:10:18,2024-06-10 15:10:03.000,86.0917,200,1.5434,1.3361,0.2237750335101904
222,2024-06-10 15:10:18,2024-06-10 15:10:48,2024-06-10 15:10:33.000,85.6159,200,1.543,1.337,0.23352680712630786
223,2024-06-10 15:10:48,2024-06-10 15:11:58,2024-06-10 15:11:23.000,84.8186,200,1.5396,1.3742,0.2854970989322664
224,2024-06-10 15:11:58,2024-06-10 15:12:28,2024-06-10 15:12:13.000,84.9047,200,1.5488,1.3314,0.241809088540659
225,2024-06-10 15:12:28,2024-06-10 15:12:57,2024-06-10 15:12:42.500,85.0556,200,1.558,1.3192,0.22767208453703316
226,2024-06-10 15:12:57,2024-06-10 15:13:20,2024-06-10 15:13:08.500,85.0734,200,1.568,1.4224,0.32947580212420274
227,2024-06-10 15:13:20,2024-06-10 15:13:59,2024-06-10 15:13:39.500,84.8403,200,1.5726,1.4491,0.36504510228267156
228,2024-06-10 15:13:59,2024-06-10 15:14:48,2024-06-10 15:14:23.500,85.3787,200,1.5637,1.3822,0.2809670089949476
229,2024-06-10 15:14:48,2024-06-10 15:15:16,2024-06-10 15:15:02.000,85.2226,200,1.5519,1.3293,0.23390032023326332
230,2024-06-10 15:15:16,2024-06-10 15:17:09,2024-06-10 15:16:12.500,84.999,200,1.5452,1.3207,0.23007021660475044
231,2024-06-10 15:17:09,2024-06-10 15:17:38,2024-06-10 15:17:23.500,85.1732,200,1.5491,1.3231,0.229123579244657
232,2024-06-10 15:17:38,2024-06-10 15:18:08,2024-06-10 15:17:53.000,84.7732,200,1.5807,1.3655,0.27770716240689736
233,2024-06-10 15:18:08,2024-06-10 15:18:36,2024-06-10 15:18:22.000,85.2179,200,1.5738,1.4587,0.3649353927957773
234,2024-06-10 15:18:36,2024-06-10 15:19:06,2024-06-10 15:18:51.000,85.0005,200,1.5582,1.3973,0.3049564990651325
235,2024-06-10 15:19:06,2024-06-10 15:19:20,2024-06-10 15:19:13.000,85.2975,200,1.5489,1.3367,0.23930981642788665
236,2024-06-10 15:19:20,2024-06-10 15:21:39,2024-06-10 15:20:29.500,85.4066,200,1.5424,1.3207,0.22275069103132908
237,2024-06-10 15:21:39,2024-06-10 15:22:06,2024-06-10 15:21:52.500,84.5277,200,1.5455,1.3287,0.24633073942304867
238,2024-06-10 15:22:06,2024-06-10 15:22:42,2024-06-10 15:22:24.000,84.9106,200,1.5419,1.2886,0.20253655345733718
239,2024-06-10 15:22:42,2024-06-10 15:23:10,2024-06-10 15:22:56.000,84.5521,200,1.5315,1.2317,0.15869440139565133
240,2024-06-10 15:23:10,2024-06-10 15:23:39,2024-06-10 15:23:24.500,85.3909,200,1.5381,1.2472,0.16082490274316755
241,2024-06-10 15:23:39,2024-06-10 15:24:07,2024-06-10 15:23:53.000,84.5846,200,1.5306,1.2618,0.18388148572512436
242,2024-06-10 15:24:07,2024-06-10 15:24:40,2024-06-10 15:24:23.500,85.8456,200,1.5276,1.1976,0.11832806447170705
243,2024-06-10 15:24:40,2024-06-10 15:25:10,2024-06-10 15:24:55.000,85.7683,200,1.5218,1.1816,0.1078100580077537
244,2024-06-10 15:25:10,2024-06-10 15:25:34,2024-06-10 15:25:22.000,85.7751,200,1.5272,1.1414,0.08076533508686834
245,2024-06-10 15:25:34,2024-06-10 15:26:03,2024-06-10 15:25:48.500,84.8387,200,1.5257,1.1726,0.10942504721364689
246,2024-06-10 15:26:03,2024-06-10 15:26:19,2024-06-10 15:26:11.000,85.0682,200,1.525,1.1976,0.1259677166982725
247,2024-06-10 15:26:40,2024-06-10 15:27:06,2024-06-10 15:26:53.000,84.7683,180,1.5094,1.0313,0.01740616164301805
248,2024-06-10 15:27:06,2024-06-10 15:27:18,2024-06-10 15:27:12.000,86.0146,180,1.5124,1.0833,0.04411070459545216
249,2024-06-10 15:28:29,2024-06-10 15:28:57,2024-06-10 15:28:43.000,85.7001,250,1.5409,1.3193,0.21630215414649895
250,2024-06-10 15:29:16,2024-06-10 15:29:45,2024-06-10 15:29:30.500,85.2656,350,1.5253,1.3066,0.2126605180549882
251,2024-06-10 15:32:31,2024-06-10 15:33:02,2024-06-10 15:32:46.500,85.2211,200,1.5358,1.1334,0.07907192262983277
252,2024-06-10 15:33:02,2024-06-10 15:33:41,2024-06-10 15:33:21.500,84.6907,200,1.5361,1.1762,0.11337893656029746
253,2024-06-10 15:33:41,2024-06-10 15:34:15,2024-06-10 15:33:58.000,84.733,200,1.5438,1.1173,0.07113269848824426
254,2024-06-10 15:34:15,2024-06-10 15:35:03,2024-06-10 15:34:39.000,85.0574,200,1.5349,1.1494,0.09108760051055735
255,2024-06-10 15:35:03,2024-06-10 15:35:36,2024-06-10 15:35:19.500,85.1343,200,1.5471,1.1173,0.06893645660717797
256,2024-06-10 15:35:36,2024-06-10 15:36:14,2024-06-10 15:35:55.000,84.6319,200,1.5461,1.1494,0.09415237528397419
257,2024-06-10 15:36:14,2024-06-10 15:36:44,2024-06-10 15:36:29.000,84.2782,200,1.5414,1.1441,0.0928230268729069
258,2024-06-10 15:36:44,2024-06-10 15:37:05,2024-06-10 15:36:54.500,84.7616,200,1.5323,1.1593,0.10032990794211727
259,2024-06-10 15:37:05,2024-06-10 15:37:37,2024-06-10 15:37:21.000,84.1143,200,1.5457,1.1227,0.07839764501653013
260,2024-06-10 15:37:37,2024-06-10 15:38:06,2024-06-10 15:37:51.500,83.8134,200,1.5325,1.1624,0.11019890417955967
261,2024-06-10 15:38:06,2024-06-10 15:38:34,2024-06-10 15:38:20.000,83.6432,200,1.5327,1.1236,0.0818432749553997
262,2024-06-10 15:38:34,2024-06-10 15:38:59,2024-06-10 15:38:46.500,83.0917,200,1.5368,1.1472,0.103737598614606
263,2024-06-10 15:38:59,2024-06-10 15:39:29,2024-06-10 15:39:14.000,83.3832,200,1.5386,1.1173,0.07867504436751543
264,2024-06-10 15:39:29,2024-06-10 15:39:56,2024-06-10 15:39:42.500,83.5713,200,1.5443,1.1066,0.06980703675661637
265,2024-06-10 15:39:56,2024-06-10 15:40:24,2024-06-10 15:40:10.000,83.3381,200,1.5457,1.0852,0.05558003751899966
266,2024-06-10 15:40:24,2024-06-10 15:40:54,2024-06-10 15:40:39.000,83.52,200,1.5414,1.0852,0.05485353600219479
267,2024-06-10 15:40:54,2024-06-10 15:41:29,2024-06-10 15:41:11.500,83.7397,200,1.5471,1.1066,0.06895254733562083
268,2024-06-10 15:41:29,2024-06-10 15:42:17,2024-06-10 15:41:53.000,84.0464,200,1.5527,1.1066,0.06740509806290403
269,2024-06-10 15:42:17,2024-06-10 15:42:56,2024-06-10 15:42:36.500,84.7248,200,1.5414,1.1816,0.11714011722937077
270,2024-06-10 15:42:56,2024-06-10 15:43:27,2024-06-10 15:43:11.500,85.7308,200,1.5433,1.1976,0.11944750572627537
271,2024-06-10 15:43:27,2024-06-10 15:44:04,2024-06-10 15:43:45.500,86.03,200,1.5419,1.1173,0.06410835675202199
272,2024-06-10 15:44:04,2024-06-10 15:44:35,2024-06-10 15:44:19.500,84.9542,200,1.5363,1.1494,0.09182810540525112
273,2024-06-10 15:44:35,2024-06-10 15:45:07,2024-06-10 15:44:51.000,84.8603,200,1.5349,1.1708,0.10791870543730332
274,2024-06-10 15:45:07,2024-06-10 15:45:35,2024-06-10 15:45:21.000,85.4313,200,1.5366,1.1593,0.09516866468795214
275,2024-06-10 15:45:35,2024-06-10 15:46:04,2024-06-10 15:45:49.500,85.2943,200,1.531,1.1854,0.11477285967888483
276,2024-06-10 15:46:04,2024-06-10 15:46:38,2024-06-10 15:46:21.000,85.1281,200,1.5321,1.1923,0.12140775898131463
277,2024-06-10 15:46:38,2024-06-10 15:47:11,2024-06-10 15:46:54.500,85.801,200,1.5316,1.1869,0.11121155181604818
278,2024-06-10 15:47:11,2024-06-10 15:47:39,2024-06-10 15:47:25.000,85.3882,200,1.526,1.1601,0.09605073269198246
279,2024-06-10 15:47:39,2024-06-10 15:48:08,2024-06-10 15:47:53.500,85.041,200,1.5297,1.1601,0.09873452139824847
280,2024-06-10 15:48:08,2024-06-10 15:48:38,2024-06-10 15:48:23.000,84.7436,200,1.5354,1.1601,0.10105085185678057
281,2024-06-10 15:48:38,2024-06-10 15:49:09,2024-06-10 15:48:53.500,85.127,200,1.5274,1.1762,0.10958320990105322
282,2024-06-10 15:49:09,2024-06-10 15:49:36,2024-06-10 15:49:22.500,85.2043,200,1.5335,1.1593,0.09690901838332537
283,2024-06-10 15:49:36,2024-06-10 15:50:05,2024-06-10 15:49:50.500,85.5004,200,1.5309,1.211,0.13159078925264256
284,2024-06-10 15:50:05,2024-06-10 15:50:33,2024-06-10 15:50:19.000,85.6423,200,1.5288,1.1601,0.09410037931861472
285,2024-06-10 15:50:33,2024-06-10 15:51:02,2024-06-10 15:50:47.500,85.9536,200,1.533,1.1548,0.08824570833293217
286,2024-06-10 15:51:02,2024-06-10 15:51:38,2024-06-10 15:51:20.000,85.7218,200,1.5297,1.1655,0.09714099583848693
287,2024-06-10 15:51:38,2024-06-10 15:52:08,2024-06-10 15:51:53.000,84.449,200,1.5377,1.1334,0.08396361603852633
288,2024-06-10 15:52:08,2024-06-10 15:52:38,2024-06-10 15:52:23.000,84.271,200,1.5464,1.1334,0.08510406188378941
289,2024-06-10 15:52:38,2024-06-10 15:53:04,2024-06-10 15:52:51.000,84.3291,200,1.5413,1.137,0.08731762443180467
290,2024-06-10 15:53:04,2024-06-10 15:53:33,2024-06-10 15:53:18.500,84.2818,200,1.5356,1.128,0.0811721299424232
291,2024-06-10 15:53:33,2024-06-10 15:54:04,2024-06-10 15:53:48.500,85.2301,200,1.5354,1.2083,0.1324150525999198
292,2024-06-10 15:54:04,2024-06-10 15:54:27,2024-06-10 15:54:15.500,85.18,200,1.5405,1.1749,0.10818708266857596
